iter	Logloss
871	0.3339452362
872	0.3337625122
873	0.3334417343
874	0.3332048416
875	0.3327661896
876	0.3326097107
877	0.3324878693
878	0.3322969055
879	0.332124176
880	0.3319093704
881	0.3315645599
882	0.3311137772
883	0.3309065247
884	0.3305981827
885	0.3301543427
886	0.3299188995
887	0.3296178818
888	0.3295203018
889	0.3292201233
890	0.3289410782
891	0.328699646
892	0.3283955383
893	0.3282059479
894	0.3280678558
895	0.3279723358
896	0.3275516891
897	0.3272503662
898	0.3270729065
899	0.32679245
900	0.3265189362
901	0.3263981247
902	0.3259912109
903	0.325873642
904	0.3254769135
905	0.3253206635
906	0.3251456451
907	0.3249612808
908	0.3246065521
909	0.3244421387
910	0.3242645645
911	0.3238458633
912	0.3236333084
913	0.3233985138
914	0.3230375671
915	0.3226490402
916	0.3224012756
917	0.3221828842
918	0.3219779968
919	0.3217364883
920	0.3213530731
921	0.3211119843
922	0.3209856415
923	0.3207672119
924	0.320585556
925	0.3202084732
926	0.3199934769
927	0.3199359894
928	0.3198649406
929	0.3194923782
930	0.3193029022
931	0.3191586685
932	0.3189099503
933	0.3186738014
934	0.3184882545
935	0.3182641411
936	0.3179976654
937	0.3178699493
938	0.3176861
939	0.3175835419
940	0.3174721146
941	0.3171908379
942	0.3169879341
943	0.3166518784
944	0.316497612
945	0.3163124084
946	0.3160816574
947	0.3158476257
948	0.3156818008
949	0.3153595352
950	0.3150811005
951	0.3148741531
952	0.3146727371
953	0.314474659
954	0.314253521
955	0.3140233231
956	0.3137639236
957	0.3135215378
958	0.313191185
959	0.3130221367
960	0.3127930069
961	0.3126453018
962	0.3124716949
963	0.3123262215
964	0.312060833
965	0.3119719124
966	0.3115409279
967	0.3112110138
968	0.31094841
969	0.310841713
970	0.3105471039
971	0.3103011322
972	0.3099515915
973	0.309698925
974	0.3094411469
975	0.3092770576
976	0.3089937592
977	0.3086833954
978	0.3084480858
979	0.308278923
980	0.3082099533
981	0.308041954
982	0.3075184059
983	0.3072179413
984	0.3069033813
985	0.3068210793
986	0.3067553711
987	0.3065652084
988	0.3064117813
989	0.3062691498
990	0.3061760139
991	0.3059207535
992	0.3056873131
993	0.305572319
994	0.3052626228
995	0.3050681877
996	0.3048804092
997	0.3046063995
998	0.3044874191
999	0.3043169785
