iter	Logloss
0	0.6678057098
1	0.6505831909
2	0.6370300674
3	0.6200460052
4	0.6049801254
5	0.5864519501
6	0.5754428864
7	0.5650189972
8	0.5602928925
9	0.5483050919
10	0.5358382416
11	0.5294767761
12	0.5252354431
13	0.5212567902
14	0.5136277008
15	0.5048511505
16	0.4993954086
17	0.4910756683
18	0.482485199
19	0.4769829941
20	0.4739451218
21	0.4656250381
22	0.459494133
23	0.4549789429
24	0.4502310944
25	0.4462824631
26	0.4421128845
27	0.4362858582
28	0.4292814255
29	0.4275366974
30	0.4236131668
31	0.4210197067
32	0.4147944641
33	0.4124179077
34	0.4098827744
35	0.4062920761
36	0.4018790054
37	0.398748703
38	0.395233078
39	0.3917167282
40	0.3874443436
41	0.3846142578
42	0.38222435
43	0.3767567825
44	0.3737435532
45	0.3713598251
46	0.3701951981
47	0.3686726379
48	0.3631644821
49	0.3601905823
50	0.3564463425
51	0.354282608
52	0.3502484131
53	0.3465426636
54	0.3443585968
55	0.3427989197
56	0.3392733765
57	0.3340407562
58	0.3314791107
59	0.3285002136
60	0.3235788727
61	0.3214668274
62	0.3191044998
63	0.316711998
64	0.3146898079
65	0.3130138397
66	0.3106644058
67	0.3096553421
68	0.3055152512
69	0.3043612671
70	0.3011544228
71	0.297098999
72	0.2949731827
73	0.2930575943
74	0.2904471779
75	0.2877286148
76	0.2845722389
77	0.2824679565
78	0.2801625443
79	0.2796421051
80	0.2771209335
81	0.274840641
82	0.27122015
83	0.2668920326
84	0.2648317719
85	0.2621894455
86	0.2558945847
87	0.2527459145
88	0.2482720947
89	0.245848999
90	0.2419612885
91	0.2392470169
92	0.2379312134
93	0.2376330566
94	0.2358314323
95	0.2325841904
96	0.2278289604
97	0.2265589905
98	0.2247594452
99	0.2219957161
100	0.2201361656
101	0.2189671326
102	0.2180037498
103	0.2132669449
104	0.2108705139
105	0.2088928223
106	0.2064915085
107	0.2050445557
108	0.2040356827
109	0.2017411232
110	0.1988932419
111	0.1966434288
112	0.1943814468
113	0.192083416
114	0.1908004951
115	0.1874223709
116	0.1853359795
117	0.1836856842
118	0.1816848373
119	0.1798758698
120	0.1788099098
121	0.1775361443
122	0.176291275
123	0.17440979
124	0.1712654877
125	0.1694421005
126	0.1683899307
127	0.1668526268
128	0.1655685616
129	0.1635033417
130	0.1612981224
131	0.1591904259
132	0.1572775269
133	0.1561678982
134	0.1544602776
135	0.1523829651
136	0.1510450268
137	0.1498326778
138	0.1485958672
139	0.1476507187
140	0.1459684563
141	0.1444213295
142	0.1431158066
143	0.1407423496
144	0.1399186516
145	0.1385711575
146	0.1377394676
147	0.1366789055
148	0.1356576157
149	0.1343881512
150	0.1342718601
151	0.1335463905
152	0.1322008228
153	0.1306605244
154	0.1293384361
155	0.1287111092
156	0.1278104496
157	0.1266853714
158	0.1265743446
159	0.1253036118
160	0.1243142128
161	0.1232854271
162	0.1224885941
163	0.1219608307
164	0.1218799591
165	0.1212864304
166	0.1193536949
167	0.1192794228
168	0.1184411621
169	0.1172160339
170	0.1160614681
171	0.1149237251
172	0.114881115
173	0.1139951134
174	0.1127549934
175	0.1116161346
176	0.1102985764
177	0.1093260098
178	0.1083095932
179	0.1069653988
180	0.1056316471
181	0.1055233574
182	0.1044570541
183	0.1043968678
184	0.1036527061
185	0.1027477169
186	0.102201004
187	0.1013444424
188	0.1004364014
189	0.09945770264
190	0.09818265915
191	0.09747200012
192	0.09743850708
193	0.09736903191
194	0.09665333748
195	0.09587726593
196	0.09500143051
197	0.09401262283
198	0.09395318985
199	0.09332101822
200	0.09270380974
201	0.09182760239
202	0.09095590591
203	0.09021790504
204	0.09006106377
205	0.0895406723
206	0.08951659203
207	0.08898867607
208	0.08794791222
209	0.08722934723
210	0.08705337524
211	0.08667974472
212	0.0861579895
213	0.08551013947
214	0.08484507561
215	0.08480989456
216	0.0842816925
217	0.0835365963
218	0.08316413879
219	0.08271819115
220	0.0822124958
221	0.08168254852
222	0.08105606079
223	0.08079996109
224	0.08022042274
225	0.0797144556
226	0.07842056274
227	0.0777208519
228	0.07702532768
229	0.07673221588
230	0.07613300323
231	0.07557497978
232	0.07543783665
233	0.0749665451
234	0.07494416237
235	0.07474732399
236	0.07424858093
237	0.07415052891
238	0.07333916664
239	0.07312141418
240	0.07267986774
241	0.0721088171
242	0.07181412697
243	0.07124269485
244	0.07043516636
245	0.06985488892
246	0.06943457603
247	0.06919985294
248	0.06869767666
249	0.06805141449
250	0.06773191452
251	0.06728855133
252	0.06693000793
253	0.06633947372
254	0.06551419258
255	0.0653369379
256	0.06476696014
257	0.06443932533
258	0.06393450737
259	0.0634700489
260	0.0633607626
261	0.06306932449
262	0.06277693272
263	0.06254437447
264	0.06251881599
265	0.06199781418
266	0.06138299942
267	0.06095829964
268	0.06094433784
269	0.06033239841
270	0.05984717369
271	0.05967826843
272	0.05931165218
273	0.05905286789
274	0.0584424305
275	0.05813505173
276	0.05770290852
277	0.05738655567
278	0.05707418442
279	0.05705438614
280	0.05691565514
281	0.05678488255
282	0.0562620163
283	0.05596223831
284	0.05564751625
285	0.05516571045
286	0.05482925892
287	0.05482180595
288	0.05434125423
289	0.05412308216
290	0.05378596783
291	0.05362560272
292	0.05330924034
293	0.05307297707
294	0.05299116611
295	0.05245881081
296	0.0524232769
297	0.05197059631
298	0.05182534218
299	0.05160296917
300	0.05121373177
301	0.05094482422
302	0.05056438446
303	0.05026627064
304	0.05000842094
305	0.04971815109
306	0.04939344406
307	0.04909466267
308	0.048665905
309	0.04830332756
310	0.04827028275
311	0.04793709278
312	0.04779849052
313	0.04765323639
314	0.04745322227
315	0.04738296509
316	0.04714297295
317	0.0467523098
318	0.0463694191
319	0.04629249096
320	0.04613086224
321	0.04584963799
322	0.04561170578
323	0.0451950264
324	0.04480643272
325	0.04464136124
326	0.04445569038
327	0.04416962624
328	0.04386949062
329	0.04358166218
330	0.04330254555
331	0.04324810028
332	0.04297872066
333	0.0428014946
334	0.04278823376
335	0.04270651817
336	0.042472229
337	0.04247199059
338	0.04219484329
339	0.04197091103
340	0.04169291496
341	0.04152685642
342	0.04143907547
343	0.04141792297
344	0.04126377583
345	0.04112510204
346	0.04099123478
347	0.04081812859
348	0.04069231987
349	0.04061029434
350	0.04054044247
351	0.04039468765
352	0.040386796
353	0.04001492023
354	0.03985665321
355	0.03971385241
356	0.03946320057
357	0.03930266619
358	0.03918967247
359	0.03899841309
360	0.03868355274
361	0.03833948612
362	0.03826408148
363	0.0381005168
364	0.03784886122
365	0.03784246922
366	0.03765438557
367	0.03742099285
368	0.03721207142
369	0.03698867559
370	0.0369627285
371	0.03676372528
372	0.03662670135
373	0.03641531944
374	0.036202178
375	0.03611312866
376	0.03607597589
377	0.03590790272
378	0.03571929932
379	0.03554641724
380	0.03553916931
381	0.03526843548
382	0.03510295868
383	0.0348788023
384	0.03461550236
385	0.03443235159
386	0.03434129
387	0.03420014381
388	0.0340890646
389	0.03404090405
390	0.03403508186
391	0.03384298801
392	0.03364541531
393	0.0335093689
394	0.0334114933
395	0.03340731382
396	0.03333434105
397	0.03310360193
398	0.03296858311
399	0.03282131195
400	0.03273703575
401	0.03257196188
402	0.03236741066
403	0.03222928047
404	0.03205954552
405	0.03184109211
406	0.0317973423
407	0.03178632736
408	0.03163684368
409	0.03154438019
410	0.03133804321
411	0.03114317179
412	0.03101892948
413	0.03096524239
414	0.03082459927
415	0.03063667297
416	0.03051182508
417	0.03025645018
418	0.03002901554
419	0.02990119457
420	0.02981011868
421	0.02980441093
422	0.02970618248
423	0.02946060658
424	0.02931502819
425	0.02921645164
426	0.02905024529
427	0.02898566008
428	0.02888802052
429	0.02872564793
430	0.02855622768
431	0.02855469942
432	0.02848241091
433	0.02832857609
434	0.02831843615
435	0.02821733475
436	0.02801823139
437	0.02794974566
438	0.02789432049
439	0.02773970127
440	0.02773120403
441	0.02766339302
442	0.02764101028
443	0.02762082338
444	0.02748622179
445	0.02735558033
446	0.0272631979
447	0.02719566822
448	0.02719445705
449	0.02718323231
450	0.02705020905
451	0.02695154667
452	0.0267860651
453	0.02667313814
454	0.0265605545
455	0.02654678106
456	0.02654210567
457	0.02646644592
458	0.02627152205
459	0.02623557091
460	0.02615598917
461	0.02607918739
462	0.02601907253
463	0.02594974995
464	0.02582388163
465	0.02581846237
466	0.02574413538
467	0.02566997051
468	0.02562733173
469	0.02553050041
470	0.02538913012
471	0.02533410311
472	0.0253292942
473	0.0251845789
474	0.02509631634
475	0.02505764484
476	0.02505671978
477	0.02500358582
478	0.02486311674
479	0.02480344772
480	0.02472728729
481	0.02470163822
482	0.02464753389
483	0.02454190969
484	0.02445267677
485	0.02445264339
486	0.02439124107
487	0.02427195549
488	0.02411054611
489	0.02410547256
490	0.02405737877
491	0.02388182163
492	0.02385036469
493	0.02373136044
494	0.02368265152
495	0.02359745741
496	0.02359377384
497	0.02357620239
498	0.02352961063
499	0.02342293262
500	0.02335463524
501	0.02332316399
502	0.02328042746
503	0.02319170952
504	0.02313126802
505	0.02302158833
506	0.02285328627
507	0.02283793926
508	0.02278488874
509	0.02268746376
510	0.02268744469
511	0.02260251045
512	0.02252654076
513	0.02244308233
514	0.02235057354
515	0.02223968983
516	0.02214775801
517	0.02214307308
518	0.0220731163
519	0.02207310677
520	0.02207305431
521	0.02207315207
522	0.02200844765
523	0.02193959951
524	0.02190527916
525	0.02184985161
526	0.02178971291
527	0.02170159817
528	0.02170164108
529	0.02158554554
530	0.02153533936
531	0.02141732693
532	0.02129162788
533	0.02120145559
534	0.0211369729
535	0.02110673904
536	0.02104600906
537	0.02104225397
538	0.02102176666
539	0.02099627495
540	0.02093273401
541	0.02087323427
542	0.02073153734
543	0.02067176104
544	0.02067167997
545	0.02060914516
546	0.02054270267
547	0.02042216539
548	0.02034408092
549	0.02031609058
550	0.02029623985
551	0.02025229931
552	0.02022371054
553	0.0201716876
554	0.02017160177
555	0.02016280174
556	0.02013988733
557	0.0201346612
558	0.02005859613
559	0.02000174999
560	0.01990549684
561	0.01980428338
562	0.019776721
563	0.01970010281
564	0.01965682983
565	0.0195837903
566	0.01958386898
567	0.01952187061
568	0.01948009253
569	0.01945738196
570	0.01937957048
571	0.01933939099
572	0.01928922892
573	0.01920755863
574	0.01920750856
575	0.01918817759
576	0.01910761356
577	0.01901795626
578	0.01892964602
579	0.01885079861
580	0.01883358836
581	0.01883369207
582	0.01875249624
583	0.0186945796
584	0.01862594604
585	0.01859131694
586	0.01853199959
587	0.01851743937
588	0.01842350006
589	0.01835545778
590	0.01828578949
591	0.01828560591
592	0.01824062347
593	0.01821957111
594	0.01810838938
595	0.01804577827
596	0.01799889565
597	0.01789783478
598	0.01784531474
599	0.01777321458
600	0.01770099878
601	0.01764024973
602	0.01756706953
603	0.01756704569
604	0.01752762556
605	0.01744956017
606	0.01743113279
607	0.01743099689
608	0.01738850117
609	0.01730238795
610	0.01722725272
611	0.0172272563
612	0.01722725868
613	0.01722267151
614	0.01720066309
615	0.01717496395
616	0.01714375854
617	0.0171067071
618	0.01704037309
619	0.01704037309
620	0.01704041243
621	0.01699421167
622	0.01695365906
623	0.01691743135
624	0.0168536818
625	0.01674621582
626	0.01672242641
627	0.0166235733
628	0.01659616947
629	0.01657541871
630	0.01656267166
631	0.01651875377
632	0.0164898181
633	0.01646471024
634	0.01643568039
635	0.01643563151
636	0.0163888669
637	0.01638700008
638	0.01638695002
639	0.01634729266
640	0.01631094217
641	0.01627418041
642	0.01620438337
643	0.01618289232
644	0.01608814001
645	0.01602430701
646	0.01594997406
647	0.01590215445
648	0.01588970423
649	0.01583149314
650	0.0157611227
651	0.01576105237
652	0.01572786331
653	0.01572775602
654	0.01568405628
655	0.01558082581
656	0.01554262519
657	0.0154899168
658	0.01542784214
659	0.01539464831
660	0.01534680367
661	0.01529462099
662	0.01524580359
663	0.01521385431
664	0.01521379232
665	0.01519999266
666	0.01514587402
667	0.01511837959
668	0.01507865071
669	0.01503460407
670	0.01497657418
671	0.01493673801
672	0.01490695238
673	0.01485772371
674	0.01484894753
675	0.01483681917
676	0.01480418205
677	0.01477966785
678	0.01477754593
679	0.0147592473
680	0.01472462654
681	0.01472302794
682	0.01466014385
683	0.0145973742
684	0.0145590055
685	0.01455768585
686	0.01451055527
687	0.01447950721
688	0.01442887902
689	0.01437068582
690	0.01437064528
691	0.01435797453
692	0.01430612564
693	0.01430603266
694	0.01430489421
695	0.01427565575
696	0.01425111294
697	0.01424001455
698	0.01421403289
699	0.01417146921
700	0.01412831306
701	0.01412773728
702	0.01412772655
703	0.0141253686
704	0.01412248611
705	0.01412257671
706	0.01406084776
707	0.01402714014
708	0.01402626991
709	0.01401246786
710	0.01399222136
711	0.01398295045
712	0.0139653492
713	0.01396495104
714	0.01393529296
715	0.0138737607
716	0.01385386348
717	0.01385364771
718	0.01383937716
719	0.01377503872
720	0.01374737263
721	0.01373814821
722	0.01367084861
723	0.01360329628
724	0.01357458711
725	0.01357461691
726	0.01350586176
727	0.01348829508
728	0.01348833323
729	0.01347132802
730	0.01344072819
731	0.01342291474
732	0.01336520433
733	0.01331031322
734	0.01331029296
735	0.01327955008
736	0.013262254
737	0.01326220274
738	0.0132429409
739	0.01323834896
740	0.0131846416
741	0.01316536784
742	0.01314294815
743	0.01314294815
744	0.01311665773
745	0.01311665058
746	0.01308830976
747	0.01308836699
748	0.01307437181
749	0.01302790165
750	0.01297445774
751	0.01294686437
752	0.01293285489
753	0.01287042141
754	0.01285518765
755	0.01285520077
756	0.01284083009
757	0.01279961109
758	0.01279573917
759	0.01279569626
760	0.01275280237
761	0.01272403717
762	0.01270056367
763	0.01267197728
764	0.0126678133
765	0.01265309572
766	0.01264901042
767	0.01264673829
768	0.01263728142
769	0.01262865067
770	0.01259302258
771	0.01257934332
772	0.01256168723
773	0.01254470229
774	0.0125194478
775	0.01247932673
776	0.01247927308
777	0.01245195627
778	0.01237813234
779	0.01235574961
780	0.01235473156
