iter	Passed	Remaining
1716	4003	659
1717	4005	657
1718	4007	655
1719	4009	652
1720	4012	650
1721	4014	648
1722	4016	645
1723	4018	643
1724	4020	640
1725	4022	638
1726	4024	636
1727	4026	633
1728	4028	631
1729	4030	629
1730	4032	626
1731	4034	624
1732	4037	621
1733	4039	619
1734	4041	617
1735	4043	614
1736	4045	612
1737	4047	610
1738	4049	607
1739	4051	605
1740	4053	602
1741	4055	600
1742	4057	598
1743	4059	595
1744	4061	593
1745	4063	591
1746	4065	588
1747	4067	586
1748	4069	584
1749	4072	581
1750	4074	579
1751	4076	576
1752	4078	574
1753	4080	572
1754	4082	569
1755	4084	567
1756	4086	565
1757	4088	562
1758	4090	560
1759	4092	558
1760	4094	555
1761	4096	553
1762	4099	551
1763	4101	548
1764	4104	546
1765	4106	544
1766	4108	541
1767	4110	539
1768	4112	537
1769	4114	534
1770	4117	532
1771	4119	530
1772	4121	527
1773	4123	525
1774	4126	523
1775	4128	520
1776	4131	518
1777	4133	516
1778	4135	513
1779	4138	511
1780	4140	509
1781	4142	506
1782	4144	504
1783	4147	502
1784	4149	499
1785	4151	497
1786	4153	495
1787	4155	492
1788	4157	490
1789	4159	488
1790	4162	485
1791	4164	483
1792	4166	481
1793	4168	478
1794	4171	476
1795	4173	474
1796	4175	471
1797	4177	469
1798	4179	466
1799	4181	464
1800	4183	462
1801	4186	460
1802	4188	457
1803	4191	455
1804	4193	453
1805	4195	450
1806	4197	448
1807	4200	446
1808	4202	443
1809	4204	441
1810	4206	439
1811	4209	436
1812	4211	434
1813	4213	432
1814	4215	429
1815	4217	427
1816	4219	424
1817	4221	422
1818	4223	420
1819	4225	417
1820	4227	415
1821	4229	413
1822	4231	410
1823	4233	408
1824	4236	406
1825	4238	403
1826	4240	401
1827	4242	399
1828	4244	396
1829	4246	394
1830	4248	392
1831	4250	389
1832	4252	387
1833	4254	385
1834	4256	382
1835	4258	380
1836	4260	378
1837	4262	375
1838	4264	373
1839	4266	370
1840	4268	368
1841	4270	366
1842	4272	363
1843	4274	361
1844	4277	359
1845	4279	356
1846	4281	354
1847	4283	352
1848	4285	349
1849	4287	347
1850	4289	345
1851	4291	342
1852	4293	340
1853	4296	338
1854	4298	335
1855	4300	333
1856	4302	331
1857	4304	328
1858	4306	326
1859	4309	324
1860	4311	322
1861	4313	319
1862	4315	317
1863	4318	315
1864	4320	312
1865	4322	310
1866	4325	308
1867	4327	305
1868	4329	303
1869	4331	301
1870	4334	298
1871	4336	296
1872	4338	294
1873	4341	291
1874	4343	289
1875	4345	287
1876	4347	284
1877	4350	282
1878	4352	280
1879	4354	277
1880	4357	275
1881	4359	273
1882	4362	271
1883	4364	268
1884	4366	266
1885	4369	264
1886	4371	261
1887	4374	259
1888	4376	257
1889	4378	254
1890	4381	252
1891	4383	250
1892	4386	247
1893	4388	245
1894	4390	243
1895	4393	240
1896	4395	238
1897	4397	236
1898	4400	234
1899	4402	231
1900	4404	229
1901	4407	227
1902	4409	224
1903	4411	222
1904	4413	220
1905	4416	217
1906	4418	215
1907	4420	213
1908	4422	210
1909	4424	208
1910	4426	206
1911	4429	203
1912	4431	201
1913	4433	199
1914	4435	196
1915	4438	194
1916	4440	192
1917	4442	189
1918	4444	187
1919	4446	185
1920	4448	182
1921	4451	180
1922	4453	178
1923	4455	175
1924	4457	173
1925	4459	171
1926	4461	169
1927	4463	166
1928	4465	164
1929	4467	162
1930	4469	159
1931	4471	157
1932	4473	155
1933	4475	152
1934	4477	150
1935	4479	148
1936	4481	145
1937	4483	143
1938	4485	141
1939	4487	138
1940	4489	136
1941	4491	134
1942	4494	131
1943	4496	129
1944	4498	127
1945	4501	124
1946	4503	122
1947	4505	120
1948	4508	117
1949	4510	115
1950	4512	113
1951	4514	111
1952	4516	108
1953	4519	106
1954	4521	104
1955	4523	101
1956	4525	99
1957	4527	97
1958	4529	94
1959	4531	92
1960	4533	90
1961	4536	87
1962	4538	85
1963	4540	83
1964	4542	80
1965	4544	78
1966	4546	76
1967	4549	73
1968	4551	71
1969	4553	69
1970	4555	67
1971	4557	64
1972	4559	62
1973	4561	60
1974	4563	57
1975	4565	55
1976	4568	53
1977	4570	50
1978	4571	48
1979	4573	46
1980	4575	43
1981	4578	41
1982	4580	39
1983	4582	36
1984	4584	34
1985	4586	32
1986	4589	30
1987	4591	27
1988	4593	25
1989	4595	23
1990	4598	20
1991	4600	18
1992	4602	16
1993	4604	13
1994	4606	11
1995	4608	9
1996	4610	6
1997	4612	4
1998	4614	2
1999	4616	0
